"test","p_value","rejected","seed","dgp","n","rep_ok","error_msg","scenario_id","scenario_lbl","sweep_type","sigma_tau","rep"
"high_low",0.0150978833796759,TRUE,6006,"sparse",300,TRUE,NA,6,"sparse","main",NA,6
"oob_2sided",0.276404433268106,FALSE,6006,"sparse",300,TRUE,NA,6,"sparse","main",NA,6
"oob_1sided",0.138202216634053,FALSE,6006,"sparse",300,TRUE,NA,6,"sparse","main",NA,6
"seq_rate",0.00991164792663439,TRUE,6007,"sparse",300,TRUE,NA,6,"sparse","main",NA,7
"calibration",4.15914241991893e-05,TRUE,6007,"sparse",300,TRUE,NA,6,"sparse","main",NA,7
"high_low",0.0152797985842663,TRUE,6007,"sparse",300,TRUE,NA,6,"sparse","main",NA,7
"oob_2sided",0.00383732659783823,TRUE,6007,"sparse",300,TRUE,NA,6,"sparse","main",NA,7
"oob_1sided",0.00191866329891911,TRUE,6007,"sparse",300,TRUE,NA,6,"sparse","main",NA,7
"seq_rate",0.00740875400749897,TRUE,6008,"sparse",300,TRUE,NA,6,"sparse","main",NA,8
"calibration",1.55709813304165e-05,TRUE,6008,"sparse",300,TRUE,NA,6,"sparse","main",NA,8
"high_low",0.00192324861033649,TRUE,6008,"sparse",300,TRUE,NA,6,"sparse","main",NA,8
"oob_2sided",0.000412581175234574,TRUE,6008,"sparse",300,TRUE,NA,6,"sparse","main",NA,8
"oob_1sided",0.000206290587617287,TRUE,6008,"sparse",300,TRUE,NA,6,"sparse","main",NA,8
"seq_rate",0.00200507907513569,TRUE,6009,"sparse",300,TRUE,NA,6,"sparse","main",NA,9
"calibration",0.00197477940310153,TRUE,6009,"sparse",300,TRUE,NA,6,"sparse","main",NA,9
"high_low",0.518535710616931,FALSE,6009,"sparse",300,TRUE,NA,6,"sparse","main",NA,9
"oob_2sided",0.000293390660266253,TRUE,6009,"sparse",300,TRUE,NA,6,"sparse","main",NA,9
"oob_1sided",0.000146695330133127,TRUE,6009,"sparse",300,TRUE,NA,6,"sparse","main",NA,9
"seq_rate",0.0224118514260573,TRUE,6010,"sparse",300,TRUE,NA,6,"sparse","main",NA,10
"calibration",1.25600747416322e-06,TRUE,6010,"sparse",300,TRUE,NA,6,"sparse","main",NA,10
"high_low",0.000447587388121806,TRUE,6010,"sparse",300,TRUE,NA,6,"sparse","main",NA,10
"oob_2sided",0.00422841302566516,TRUE,6010,"sparse",300,TRUE,NA,6,"sparse","main",NA,10
"oob_1sided",0.00211420651283258,TRUE,6010,"sparse",300,TRUE,NA,6,"sparse","main",NA,10
"seq_rate",0.433372915266689,FALSE,6011,"sparse",300,TRUE,NA,6,"sparse","main",NA,11
"calibration",0.0107286511552458,TRUE,6011,"sparse",300,TRUE,NA,6,"sparse","main",NA,11
"high_low",0.560394652670005,FALSE,6011,"sparse",300,TRUE,NA,6,"sparse","main",NA,11
"oob_2sided",0.220901786415122,FALSE,6011,"sparse",300,TRUE,NA,6,"sparse","main",NA,11
"oob_1sided",0.110450893207561,FALSE,6011,"sparse",300,TRUE,NA,6,"sparse","main",NA,11
"seq_rate",0.000547636719549969,TRUE,6012,"sparse",300,TRUE,NA,6,"sparse","main",NA,12
"calibration",1.32514955236273e-07,TRUE,6012,"sparse",300,TRUE,NA,6,"sparse","main",NA,12
"high_low",0.000672601380854746,TRUE,6012,"sparse",300,TRUE,NA,6,"sparse","main",NA,12
"oob_2sided",0.000174992834071891,TRUE,6012,"sparse",300,TRUE,NA,6,"sparse","main",NA,12
"oob_1sided",8.74964170359456e-05,TRUE,6012,"sparse",300,TRUE,NA,6,"sparse","main",NA,12
"seq_rate",0.0306864968370196,TRUE,6013,"sparse",300,TRUE,NA,6,"sparse","main",NA,13
"calibration",0.0459147839511087,TRUE,6013,"sparse",300,TRUE,NA,6,"sparse","main",NA,13
"high_low",0.0653101815253183,FALSE,6013,"sparse",300,TRUE,NA,6,"sparse","main",NA,13
"oob_2sided",0.176670615786298,FALSE,6013,"sparse",300,TRUE,NA,6,"sparse","main",NA,13
"oob_1sided",0.0883353078931488,FALSE,6013,"sparse",300,TRUE,NA,6,"sparse","main",NA,13
"seq_rate",0.0686975406212572,FALSE,6014,"sparse",300,TRUE,NA,6,"sparse","main",NA,14
"calibration",3.37678468995514e-05,TRUE,6014,"sparse",300,TRUE,NA,6,"sparse","main",NA,14
"high_low",0.0118027255687734,TRUE,6014,"sparse",300,TRUE,NA,6,"sparse","main",NA,14
"oob_2sided",0.00353283767880171,TRUE,6014,"sparse",300,TRUE,NA,6,"sparse","main",NA,14
"oob_1sided",0.00176641883940085,TRUE,6014,"sparse",300,TRUE,NA,6,"sparse","main",NA,14
"seq_rate",0.00180680394034866,TRUE,6015,"sparse",300,TRUE,NA,6,"sparse","main",NA,15
"calibration",8.18110968621548e-06,TRUE,6015,"sparse",300,TRUE,NA,6,"sparse","main",NA,15
"high_low",0.00435383735173194,TRUE,6015,"sparse",300,TRUE,NA,6,"sparse","main",NA,15
"oob_2sided",0.00421421156754146,TRUE,6015,"sparse",300,TRUE,NA,6,"sparse","main",NA,15
"oob_1sided",0.00210710578377073,TRUE,6015,"sparse",300,TRUE,NA,6,"sparse","main",NA,15
"seq_rate",0.0521916051279234,FALSE,6016,"sparse",300,TRUE,NA,6,"sparse","main",NA,16
"calibration",0.000288209977793495,TRUE,6016,"sparse",300,TRUE,NA,6,"sparse","main",NA,16
"high_low",0.0423581729016458,TRUE,6016,"sparse",300,TRUE,NA,6,"sparse","main",NA,16
"oob_2sided",0.168745470419161,FALSE,6016,"sparse",300,TRUE,NA,6,"sparse","main",NA,16
"oob_1sided",0.0843727352095807,FALSE,6016,"sparse",300,TRUE,NA,6,"sparse","main",NA,16
"seq_rate",0.0033570608704458,TRUE,6017,"sparse",300,TRUE,NA,6,"sparse","main",NA,17
"calibration",1.95027735482108e-08,TRUE,6017,"sparse",300,TRUE,NA,6,"sparse","main",NA,17
"high_low",0.0158290011480427,TRUE,6017,"sparse",300,TRUE,NA,6,"sparse","main",NA,17
"oob_2sided",9.75638685507109e-05,TRUE,6017,"sparse",300,TRUE,NA,6,"sparse","main",NA,17
"oob_1sided",4.87819342753554e-05,TRUE,6017,"sparse",300,TRUE,NA,6,"sparse","main",NA,17
"seq_rate",0.028465238653326,TRUE,6018,"sparse",300,TRUE,NA,6,"sparse","main",NA,18
"calibration",0.00149439411043337,TRUE,6018,"sparse",300,TRUE,NA,6,"sparse","main",NA,18
"high_low",0.00094364850787563,TRUE,6018,"sparse",300,TRUE,NA,6,"sparse","main",NA,18
"oob_2sided",0.236953418376999,FALSE,6018,"sparse",300,TRUE,NA,6,"sparse","main",NA,18
"oob_1sided",0.1184767091885,FALSE,6018,"sparse",300,TRUE,NA,6,"sparse","main",NA,18
"seq_rate",2.82022139938578e-06,TRUE,6019,"sparse",300,TRUE,NA,6,"sparse","main",NA,19
"calibration",2.54765051301048e-10,TRUE,6019,"sparse",300,TRUE,NA,6,"sparse","main",NA,19
"high_low",3.26952755043539e-07,TRUE,6019,"sparse",300,TRUE,NA,6,"sparse","main",NA,19
"oob_2sided",6.20749229611004e-08,TRUE,6019,"sparse",300,TRUE,NA,6,"sparse","main",NA,19
"oob_1sided",3.10374614805502e-08,TRUE,6019,"sparse",300,TRUE,NA,6,"sparse","main",NA,19
"seq_rate",0.0318410557905178,TRUE,6020,"sparse",300,TRUE,NA,6,"sparse","main",NA,20
"calibration",8.45508920396318e-05,TRUE,6020,"sparse",300,TRUE,NA,6,"sparse","main",NA,20
"high_low",0.109820442039742,FALSE,6020,"sparse",300,TRUE,NA,6,"sparse","main",NA,20
"oob_2sided",0.0035454428201544,TRUE,6020,"sparse",300,TRUE,NA,6,"sparse","main",NA,20
"oob_1sided",0.0017727214100772,TRUE,6020,"sparse",300,TRUE,NA,6,"sparse","main",NA,20
"seq_rate",2.48912571432204e-05,TRUE,7001,"strong",200,TRUE,NA,7,"strong","main",NA,1
"calibration",1.46554563000501e-14,TRUE,7001,"strong",200,TRUE,NA,7,"strong","main",NA,1
"high_low",2.64348304135456e-12,TRUE,7001,"strong",200,TRUE,NA,7,"strong","main",NA,1
"oob_2sided",2.58109242151445e-07,TRUE,7001,"strong",200,TRUE,NA,7,"strong","main",NA,1
"oob_1sided",1.29054621075722e-07,TRUE,7001,"strong",200,TRUE,NA,7,"strong","main",NA,1
"seq_rate",1.65492260126352e-06,TRUE,7002,"strong",200,TRUE,NA,7,"strong","main",NA,2
"calibration",3.46907969330495e-12,TRUE,7002,"strong",200,TRUE,NA,7,"strong","main",NA,2
"high_low",2.95870403888837e-10,TRUE,7002,"strong",200,TRUE,NA,7,"strong","main",NA,2
"oob_2sided",2.17299992887486e-05,TRUE,7002,"strong",200,TRUE,NA,7,"strong","main",NA,2
"oob_1sided",1.08649996443743e-05,TRUE,7002,"strong",200,TRUE,NA,7,"strong","main",NA,2
"seq_rate",0.00216925968048944,TRUE,7003,"strong",200,TRUE,NA,7,"strong","main",NA,3
"calibration",7.47246273462013e-09,TRUE,7003,"strong",200,TRUE,NA,7,"strong","main",NA,3
"high_low",3.69060193890818e-07,TRUE,7003,"strong",200,TRUE,NA,7,"strong","main",NA,3
"oob_2sided",2.54798796509694e-06,TRUE,7003,"strong",200,TRUE,NA,7,"strong","main",NA,3
"oob_1sided",1.27399398254847e-06,TRUE,7003,"strong",200,TRUE,NA,7,"strong","main",NA,3
"seq_rate",7.04867247546228e-08,TRUE,7004,"strong",200,TRUE,NA,7,"strong","main",NA,4
"calibration",3.38115170733394e-14,TRUE,7004,"strong",200,TRUE,NA,7,"strong","main",NA,4
"high_low",1.66247298734871e-10,TRUE,7004,"strong",200,TRUE,NA,7,"strong","main",NA,4
"oob_2sided",3.97752207265167e-08,TRUE,7004,"strong",200,TRUE,NA,7,"strong","main",NA,4
"oob_1sided",1.98876103632584e-08,TRUE,7004,"strong",200,TRUE,NA,7,"strong","main",NA,4
"seq_rate",3.08082786100432e-08,TRUE,7005,"strong",200,TRUE,NA,7,"strong","main",NA,5
"calibration",4.21968591685893e-20,TRUE,7005,"strong",200,TRUE,NA,7,"strong","main",NA,5
"high_low",6.14755535846999e-15,TRUE,7005,"strong",200,TRUE,NA,7,"strong","main",NA,5
"oob_2sided",2.14990105668481e-27,TRUE,7005,"strong",200,TRUE,NA,7,"strong","main",NA,5
"oob_1sided",1.07495052834241e-27,TRUE,7005,"strong",200,TRUE,NA,7,"strong","main",NA,5
"seq_rate",1.76816803071277e-06,TRUE,7006,"strong",200,TRUE,NA,7,"strong","main",NA,6
"calibration",1.1946757946368e-16,TRUE,7006,"strong",200,TRUE,NA,7,"strong","main",NA,6
"high_low",1.55901808937242e-10,TRUE,7006,"strong",200,TRUE,NA,7,"strong","main",NA,6
"oob_2sided",1.6420841084577e-12,TRUE,7006,"strong",200,TRUE,NA,7,"strong","main",NA,6
"oob_1sided",8.21042054228849e-13,TRUE,7006,"strong",200,TRUE,NA,7,"strong","main",NA,6
"seq_rate",2.67316336034241e-06,TRUE,7007,"strong",200,TRUE,NA,7,"strong","main",NA,7
"calibration",9.41715889671471e-18,TRUE,7007,"strong",200,TRUE,NA,7,"strong","main",NA,7
"high_low",5.57720117813522e-13,TRUE,7007,"strong",200,TRUE,NA,7,"strong","main",NA,7
"oob_2sided",1.73912123229547e-13,TRUE,7007,"strong",200,TRUE,NA,7,"strong","main",NA,7
"oob_1sided",8.69560616147733e-14,TRUE,7007,"strong",200,TRUE,NA,7,"strong","main",NA,7
"seq_rate",7.59764461584536e-08,TRUE,7008,"strong",200,TRUE,NA,7,"strong","main",NA,8
"calibration",7.48617126945936e-16,TRUE,7008,"strong",200,TRUE,NA,7,"strong","main",NA,8
"high_low",9.92027753662841e-17,TRUE,7008,"strong",200,TRUE,NA,7,"strong","main",NA,8
"oob_2sided",1.64843615572954e-11,TRUE,7008,"strong",200,TRUE,NA,7,"strong","main",NA,8
"oob_1sided",8.24218077864768e-12,TRUE,7008,"strong",200,TRUE,NA,7,"strong","main",NA,8
"seq_rate",1.84227281345237e-05,TRUE,7009,"strong",200,TRUE,NA,7,"strong","main",NA,9
"calibration",1.31046143460256e-14,TRUE,7009,"strong",200,TRUE,NA,7,"strong","main",NA,9
"high_low",8.57285560454287e-18,TRUE,7009,"strong",200,TRUE,NA,7,"strong","main",NA,9
"oob_2sided",5.21133807852729e-07,TRUE,7009,"strong",200,TRUE,NA,7,"strong","main",NA,9
"oob_1sided",2.60566903926364e-07,TRUE,7009,"strong",200,TRUE,NA,7,"strong","main",NA,9
"seq_rate",1.3567077228451e-07,TRUE,7010,"strong",200,TRUE,NA,7,"strong","main",NA,10
"calibration",5.5496981860457e-08,TRUE,7010,"strong",200,TRUE,NA,7,"strong","main",NA,10
"high_low",1.39425907498372e-09,TRUE,7010,"strong",200,TRUE,NA,7,"strong","main",NA,10
"oob_2sided",0.00495040335030118,TRUE,7010,"strong",200,TRUE,NA,7,"strong","main",NA,10
"oob_1sided",0.00247520167515059,TRUE,7010,"strong",200,TRUE,NA,7,"strong","main",NA,10
"seq_rate",0.00026425081735827,TRUE,7011,"strong",200,TRUE,NA,7,"strong","main",NA,11
"calibration",3.6193967577555e-14,TRUE,7011,"strong",200,TRUE,NA,7,"strong","main",NA,11
"high_low",4.05739040984143e-12,TRUE,7011,"strong",200,TRUE,NA,7,"strong","main",NA,11
"oob_2sided",5.12923176807049e-09,TRUE,7011,"strong",200,TRUE,NA,7,"strong","main",NA,11
"oob_1sided",2.56461588403524e-09,TRUE,7011,"strong",200,TRUE,NA,7,"strong","main",NA,11
"seq_rate",8.16644161175123e-08,TRUE,7012,"strong",200,TRUE,NA,7,"strong","main",NA,12
"calibration",1.16177005188162e-19,TRUE,7012,"strong",200,TRUE,NA,7,"strong","main",NA,12
"high_low",6.79627889090755e-12,TRUE,7012,"strong",200,TRUE,NA,7,"strong","main",NA,12
"oob_2sided",6.32929955528547e-16,TRUE,7012,"strong",200,TRUE,NA,7,"strong","main",NA,12
"oob_1sided",3.16464977764273e-16,TRUE,7012,"strong",200,TRUE,NA,7,"strong","main",NA,12
"seq_rate",5.73185262435903e-05,TRUE,7013,"strong",200,TRUE,NA,7,"strong","main",NA,13
"calibration",5.59997017025938e-15,TRUE,7013,"strong",200,TRUE,NA,7,"strong","main",NA,13
"high_low",3.3620240483015e-16,TRUE,7013,"strong",200,TRUE,NA,7,"strong","main",NA,13
"oob_2sided",8.49800476349664e-08,TRUE,7013,"strong",200,TRUE,NA,7,"strong","main",NA,13
"oob_1sided",4.24900238174832e-08,TRUE,7013,"strong",200,TRUE,NA,7,"strong","main",NA,13
"seq_rate",2.06464108814267e-05,TRUE,7014,"strong",200,TRUE,NA,7,"strong","main",NA,14
"calibration",1.26460803670428e-14,TRUE,7014,"strong",200,TRUE,NA,7,"strong","main",NA,14
"high_low",2.07989395553106e-10,TRUE,7014,"strong",200,TRUE,NA,7,"strong","main",NA,14
"oob_2sided",5.88512252816377e-11,TRUE,7014,"strong",200,TRUE,NA,7,"strong","main",NA,14
"oob_1sided",2.94256126408189e-11,TRUE,7014,"strong",200,TRUE,NA,7,"strong","main",NA,14
"seq_rate",6.45393979853456e-07,TRUE,7015,"strong",200,TRUE,NA,7,"strong","main",NA,15
"calibration",1.51131101982623e-15,TRUE,7015,"strong",200,TRUE,NA,7,"strong","main",NA,15
"high_low",1.16951943946619e-09,TRUE,7015,"strong",200,TRUE,NA,7,"strong","main",NA,15
"oob_2sided",1.52070406581322e-07,TRUE,7015,"strong",200,TRUE,NA,7,"strong","main",NA,15
"oob_1sided",7.60352032906611e-08,TRUE,7015,"strong",200,TRUE,NA,7,"strong","main",NA,15
"seq_rate",3.65387511182847e-07,TRUE,7016,"strong",200,TRUE,NA,7,"strong","main",NA,16
"calibration",1.68168232196662e-11,TRUE,7016,"strong",200,TRUE,NA,7,"strong","main",NA,16
"high_low",1.77223177265398e-07,TRUE,7016,"strong",200,TRUE,NA,7,"strong","main",NA,16
"oob_2sided",1.40023658874234e-06,TRUE,7016,"strong",200,TRUE,NA,7,"strong","main",NA,16
"oob_1sided",7.00118294371168e-07,TRUE,7016,"strong",200,TRUE,NA,7,"strong","main",NA,16
"seq_rate",1.78152698170805e-06,TRUE,7017,"strong",200,TRUE,NA,7,"strong","main",NA,17
"calibration",2.61579711812277e-09,TRUE,7017,"strong",200,TRUE,NA,7,"strong","main",NA,17
"high_low",4.20321980193881e-10,TRUE,7017,"strong",200,TRUE,NA,7,"strong","main",NA,17
"oob_2sided",1.21176896124935e-05,TRUE,7017,"strong",200,TRUE,NA,7,"strong","main",NA,17
"oob_1sided",6.05884480624673e-06,TRUE,7017,"strong",200,TRUE,NA,7,"strong","main",NA,17
"seq_rate",1.1826078185344e-10,TRUE,7018,"strong",200,TRUE,NA,7,"strong","main",NA,18
"calibration",1.06830974270681e-16,TRUE,7018,"strong",200,TRUE,NA,7,"strong","main",NA,18
"high_low",1.35960348002955e-15,TRUE,7018,"strong",200,TRUE,NA,7,"strong","main",NA,18
"oob_2sided",7.89581718624266e-09,TRUE,7018,"strong",200,TRUE,NA,7,"strong","main",NA,18
"oob_1sided",3.94790859312133e-09,TRUE,7018,"strong",200,TRUE,NA,7,"strong","main",NA,18
"seq_rate",5.84040288082644e-05,TRUE,7019,"strong",200,TRUE,NA,7,"strong","main",NA,19
"calibration",3.92481012632915e-13,TRUE,7019,"strong",200,TRUE,NA,7,"strong","main",NA,19
"high_low",3.15433455182551e-10,TRUE,7019,"strong",200,TRUE,NA,7,"strong","main",NA,19
"oob_2sided",5.24426557109998e-06,TRUE,7019,"strong",200,TRUE,NA,7,"strong","main",NA,19
"oob_1sided",2.62213278554999e-06,TRUE,7019,"strong",200,TRUE,NA,7,"strong","main",NA,19
"seq_rate",6.61298397985405e-06,TRUE,7020,"strong",200,TRUE,NA,7,"strong","main",NA,20
"calibration",1.46731654853915e-16,TRUE,7020,"strong",200,TRUE,NA,7,"strong","main",NA,20
"high_low",2.60617897214321e-15,TRUE,7020,"strong",200,TRUE,NA,7,"strong","main",NA,20
"oob_2sided",1.22726368638616e-08,TRUE,7020,"strong",200,TRUE,NA,7,"strong","main",NA,20
"oob_1sided",6.13631843193081e-09,TRUE,7020,"strong",200,TRUE,NA,7,"strong","main",NA,20
"seq_rate",1.35700597924217e-07,TRUE,8001,"strong",300,TRUE,NA,8,"strong","main",NA,1
"calibration",1.72070620125673e-23,TRUE,8001,"strong",300,TRUE,NA,8,"strong","main",NA,1
"high_low",4.69446057595872e-15,TRUE,8001,"strong",300,TRUE,NA,8,"strong","main",NA,1
"oob_2sided",3.38065398526575e-18,TRUE,8001,"strong",300,TRUE,NA,8,"strong","main",NA,1
"oob_1sided",1.69032699263288e-18,TRUE,8001,"strong",300,TRUE,NA,8,"strong","main",NA,1
"seq_rate",1.02959837865814e-16,TRUE,8002,"strong",300,TRUE,NA,8,"strong","main",NA,2
"calibration",5.91975426513272e-23,TRUE,8002,"strong",300,TRUE,NA,8,"strong","main",NA,2
"high_low",5.11531837080981e-18,TRUE,8002,"strong",300,TRUE,NA,8,"strong","main",NA,2
"oob_2sided",4.50728847726079e-19,TRUE,8002,"strong",300,TRUE,NA,8,"strong","main",NA,2
"oob_1sided",2.25364423863039e-19,TRUE,8002,"strong",300,TRUE,NA,8,"strong","main",NA,2
"seq_rate",1.91876149336987e-09,TRUE,8003,"strong",300,TRUE,NA,8,"strong","main",NA,3
"calibration",1.54660299960489e-21,TRUE,8003,"strong",300,TRUE,NA,8,"strong","main",NA,3
"high_low",5.55199035325852e-17,TRUE,8003,"strong",300,TRUE,NA,8,"strong","main",NA,3
"oob_2sided",1.86367931824172e-10,TRUE,8003,"strong",300,TRUE,NA,8,"strong","main",NA,3
"oob_1sided",9.3183965912086e-11,TRUE,8003,"strong",300,TRUE,NA,8,"strong","main",NA,3
"seq_rate",1.90084059025754e-12,TRUE,8004,"strong",300,TRUE,NA,8,"strong","main",NA,4
"calibration",1.83853456284619e-27,TRUE,8004,"strong",300,TRUE,NA,8,"strong","main",NA,4
"high_low",2.00665669602231e-21,TRUE,8004,"strong",300,TRUE,NA,8,"strong","main",NA,4
"oob_2sided",7.33915081397825e-19,TRUE,8004,"strong",300,TRUE,NA,8,"strong","main",NA,4
"oob_1sided",3.66957540698913e-19,TRUE,8004,"strong",300,TRUE,NA,8,"strong","main",NA,4
"seq_rate",1.46826860049414e-13,TRUE,8005,"strong",300,TRUE,NA,8,"strong","main",NA,5
"calibration",1.04941685347583e-22,TRUE,8005,"strong",300,TRUE,NA,8,"strong","main",NA,5
"high_low",6.02366517288976e-14,TRUE,8005,"strong",300,TRUE,NA,8,"strong","main",NA,5
"oob_2sided",1.21155039581382e-13,TRUE,8005,"strong",300,TRUE,NA,8,"strong","main",NA,5
"oob_1sided",6.05775197906909e-14,TRUE,8005,"strong",300,TRUE,NA,8,"strong","main",NA,5
"seq_rate",5.14400924638611e-15,TRUE,8006,"strong",300,TRUE,NA,8,"strong","main",NA,6
"calibration",4.94043157377961e-22,TRUE,8006,"strong",300,TRUE,NA,8,"strong","main",NA,6
"high_low",3.11155033981414e-11,TRUE,8006,"strong",300,TRUE,NA,8,"strong","main",NA,6
"oob_2sided",1.85065984673913e-10,TRUE,8006,"strong",300,TRUE,NA,8,"strong","main",NA,6
"oob_1sided",9.25329923369566e-11,TRUE,8006,"strong",300,TRUE,NA,8,"strong","main",NA,6
"seq_rate",4.60943588400032e-12,TRUE,8007,"strong",300,TRUE,NA,8,"strong","main",NA,7
"calibration",3.1146000701456e-27,TRUE,8007,"strong",300,TRUE,NA,8,"strong","main",NA,7
"high_low",1.10147783117916e-22,TRUE,8007,"strong",300,TRUE,NA,8,"strong","main",NA,7
"oob_2sided",6.6027302239935e-28,TRUE,8007,"strong",300,TRUE,NA,8,"strong","main",NA,7
"oob_1sided",3.30136511199675e-28,TRUE,8007,"strong",300,TRUE,NA,8,"strong","main",NA,7
"seq_rate",2.34262017973276e-11,TRUE,8008,"strong",300,TRUE,NA,8,"strong","main",NA,8
"calibration",1.41691298071637e-31,TRUE,8008,"strong",300,TRUE,NA,8,"strong","main",NA,8
"high_low",1.10695759582023e-15,TRUE,8008,"strong",300,TRUE,NA,8,"strong","main",NA,8
"oob_2sided",3.1883924212347e-33,TRUE,8008,"strong",300,TRUE,NA,8,"strong","main",NA,8
"oob_1sided",1.59419621061735e-33,TRUE,8008,"strong",300,TRUE,NA,8,"strong","main",NA,8
"seq_rate",9.46755049934188e-13,TRUE,8009,"strong",300,TRUE,NA,8,"strong","main",NA,9
"calibration",2.73340897047377e-27,TRUE,8009,"strong",300,TRUE,NA,8,"strong","main",NA,9
"high_low",1.81018075036531e-15,TRUE,8009,"strong",300,TRUE,NA,8,"strong","main",NA,9
"oob_2sided",4.32121231058297e-19,TRUE,8009,"strong",300,TRUE,NA,8,"strong","main",NA,9
"oob_1sided",2.16060615529149e-19,TRUE,8009,"strong",300,TRUE,NA,8,"strong","main",NA,9
"seq_rate",4.32135816211651e-12,TRUE,8010,"strong",300,TRUE,NA,8,"strong","main",NA,10
"calibration",3.80631047089218e-24,TRUE,8010,"strong",300,TRUE,NA,8,"strong","main",NA,10
"high_low",5.26525851380662e-21,TRUE,8010,"strong",300,TRUE,NA,8,"strong","main",NA,10
"oob_2sided",8.83522475344112e-19,TRUE,8010,"strong",300,TRUE,NA,8,"strong","main",NA,10
"oob_1sided",4.41761237672056e-19,TRUE,8010,"strong",300,TRUE,NA,8,"strong","main",NA,10
"seq_rate",8.92028934521635e-08,TRUE,8011,"strong",300,TRUE,NA,8,"strong","main",NA,11
"calibration",1.3962212851486e-19,TRUE,8011,"strong",300,TRUE,NA,8,"strong","main",NA,11
"high_low",3.68065848705245e-17,TRUE,8011,"strong",300,TRUE,NA,8,"strong","main",NA,11
"oob_2sided",7.24640511955368e-15,TRUE,8011,"strong",300,TRUE,NA,8,"strong","main",NA,11
"oob_1sided",3.62320255977684e-15,TRUE,8011,"strong",300,TRUE,NA,8,"strong","main",NA,11
"seq_rate",8.93587686727363e-11,TRUE,8012,"strong",300,TRUE,NA,8,"strong","main",NA,12
"calibration",8.63014718586373e-27,TRUE,8012,"strong",300,TRUE,NA,8,"strong","main",NA,12
"high_low",1.75420901327679e-17,TRUE,8012,"strong",300,TRUE,NA,8,"strong","main",NA,12
"oob_2sided",4.23486562243506e-14,TRUE,8012,"strong",300,TRUE,NA,8,"strong","main",NA,12
"oob_1sided",2.11743281121753e-14,TRUE,8012,"strong",300,TRUE,NA,8,"strong","main",NA,12
"seq_rate",1.2690590893377e-13,TRUE,8013,"strong",300,TRUE,NA,8,"strong","main",NA,13
"calibration",6.40644086633393e-23,TRUE,8013,"strong",300,TRUE,NA,8,"strong","main",NA,13
"high_low",1.62815355363378e-21,TRUE,8013,"strong",300,TRUE,NA,8,"strong","main",NA,13
"oob_2sided",4.61254565375989e-14,TRUE,8013,"strong",300,TRUE,NA,8,"strong","main",NA,13
"oob_1sided",2.30627282687994e-14,TRUE,8013,"strong",300,TRUE,NA,8,"strong","main",NA,13
"seq_rate",5.9025706090859e-10,TRUE,8014,"strong",300,TRUE,NA,8,"strong","main",NA,14
"calibration",3.25223750325412e-24,TRUE,8014,"strong",300,TRUE,NA,8,"strong","main",NA,14
"high_low",1.26455064285917e-17,TRUE,8014,"strong",300,TRUE,NA,8,"strong","main",NA,14
"oob_2sided",3.0344431114786e-19,TRUE,8014,"strong",300,TRUE,NA,8,"strong","main",NA,14
"oob_1sided",1.5172215557393e-19,TRUE,8014,"strong",300,TRUE,NA,8,"strong","main",NA,14
"seq_rate",2.59138072121526e-14,TRUE,8015,"strong",300,TRUE,NA,8,"strong","main",NA,15
"calibration",6.29490342917912e-21,TRUE,8015,"strong",300,TRUE,NA,8,"strong","main",NA,15
"high_low",8.04280091526776e-13,TRUE,8015,"strong",300,TRUE,NA,8,"strong","main",NA,15
"oob_2sided",2.3716755188883e-18,TRUE,8015,"strong",300,TRUE,NA,8,"strong","main",NA,15
"oob_1sided",1.18583775944415e-18,TRUE,8015,"strong",300,TRUE,NA,8,"strong","main",NA,15
"seq_rate",9.56187075047566e-21,TRUE,8016,"strong",300,TRUE,NA,8,"strong","main",NA,16
"calibration",1.88557631876246e-25,TRUE,8016,"strong",300,TRUE,NA,8,"strong","main",NA,16
"high_low",9.19765413989223e-17,TRUE,8016,"strong",300,TRUE,NA,8,"strong","main",NA,16
"oob_2sided",3.05882078648324e-20,TRUE,8016,"strong",300,TRUE,NA,8,"strong","main",NA,16
"oob_1sided",1.52941039324162e-20,TRUE,8016,"strong",300,TRUE,NA,8,"strong","main",NA,16
"seq_rate",1.39920255092718e-11,TRUE,8017,"strong",300,TRUE,NA,8,"strong","main",NA,17
"calibration",3.24621348948741e-28,TRUE,8017,"strong",300,TRUE,NA,8,"strong","main",NA,17
"high_low",3.05855657046353e-20,TRUE,8017,"strong",300,TRUE,NA,8,"strong","main",NA,17
"oob_2sided",7.25614783623304e-20,TRUE,8017,"strong",300,TRUE,NA,8,"strong","main",NA,17
"oob_1sided",3.62807391811652e-20,TRUE,8017,"strong",300,TRUE,NA,8,"strong","main",NA,17
"seq_rate",1.18028102526118e-09,TRUE,8018,"strong",300,TRUE,NA,8,"strong","main",NA,18
"calibration",2.55557235651719e-21,TRUE,8018,"strong",300,TRUE,NA,8,"strong","main",NA,18
"high_low",7.60729506325765e-15,TRUE,8018,"strong",300,TRUE,NA,8,"strong","main",NA,18
"oob_2sided",3.36561571660893e-12,TRUE,8018,"strong",300,TRUE,NA,8,"strong","main",NA,18
"oob_1sided",1.68280785830446e-12,TRUE,8018,"strong",300,TRUE,NA,8,"strong","main",NA,18
"seq_rate",2.6122716014912e-08,TRUE,8019,"strong",300,TRUE,NA,8,"strong","main",NA,19
